IMG_8508.JPG, Ford, F Series, white, truck, 0.3725, 
IMG_8732.JPG, Ram, pickup, black, truck, 0.1428, 
IMG_8733.JPG, Ferrari, 458 Italia, white, car, 0.1545, 
IMG_8734.JPG, Ford, F Series, brown, truck, 0.2496, 
IMG_8735.JPG, Ram, pickup, blue, truck, 0.3487, 
IMG_8736.JPG, Ram, pickup, black, truck, 0.2219, 
IMG_8737.JPG, Jeep, Wrangler, white, suv, 0.2138, 
IMG_8738.JPG, Ram, pickup, white, truck, 0.1552, 
IMG_8739.JPG, Ford, F Series, white, truck, 0.3365, 
IMG_8740.JPG, Ram, pickup, red, truck, 0.4092, 
IMG_8741.JPG, Ford, F Series, black, truck, 0.3068, 
IMG_8742.JPG, Ford, F Series, brown, truck, 0.1886, 
IMG_8743.JPG, Mazda, MX-5 Miata, black, car, 0.0967, 
IMG_8744.JPG, Ford, F Series, brown, truck, 0.4737, 
IMG_8745.JPG, Mazda, MX-5 Miata, black, car, 0.3102, 
IMG_8746.JPG, Ram, pickup, white, truck, 0.2517, 
IMG_8747.JPG, Ram, pickup, brown, truck, 0.1682, 
IMG_8748.JPG, Ram, pickup, black, truck, 0.3837, 
IMG_8749.JPG, Ram, pickup, black, truck, 0.1729, 
IMG_8750.JPG, Mercedes-Benz, G-Class, white, suv, 0.1551, 
IMG_8751.JPG, Ferrari, 458 Italia, white, car, 0.1202, 
IMG_8752.JPG, Ram, pickup, blue, truck, 0.2217, 
IMG_8753.JPG, Ram, pickup, black, truck, 0.3632, 
IMG_8754.JPG, Ford, F Series, black, truck, 0.4677, 
IMG_8755.JPG, Ford, F Series, blue, truck, 0.1594, 
IMG_8756.JPG, Ram, pickup, red, truck, 0.1497, 
IMG_8757.JPG, Ford, F Series, red, truck, 0.1852, 
IMG_8758.JPG, Ram, pickup, blue, truck, 0.1131, 
IMG_8759.JPG, Ram, pickup, white, truck, 0.3249, 
IMG_8760.JPG, Ford, F Series, blue, truck, 0.207, 
IMG_8761.JPG, Ferrari, 458 Italia, white, car, 0.196, 
IMG_8762.JPG, Ferrari, 458 Italia, black, car, 0.3741, 
IMG_8763.JPG, Ram, pickup, brown, truck, 0.2715, 
IMG_8764.JPG, Ram, pickup, blue, truck, 0.2608, 
IMG_8765.JPG, Ram, pickup, brown, truck, 0.2677, 
IMG_8766.JPG, Ford, F Series, black, truck, 0.1514, 
IMG_8767.JPG, Ford, Transit, white, van, 0.1101, 
IMG_8768.JPG, Ford, F Series, white, truck, 0.2413, 
IMG_8769.JPG, Ferrari, 458 Italia, white, car, 0.3009, 
IMG_8770.JPG, Jeep, Wrangler, white, suv, 0.1772, 
IMG_8771.JPG, Ram, pickup, blue, truck, 0.5341, 
IMG_8772.JPG, Ram, pickup, black, truck, 0.3118, 
IMG_8773.JPG, Ram, pickup, brown, truck, 0.1351, 
IMG_8774.JPG, Ram, pickup, black, truck, 0.2907, 
IMG_8775.JPG, Ford, F Series, black, truck, 0.1382, 
IMG_8776.JPG, Ram, pickup, red, truck, 0.1748, 
IMG_8777.JPG, Ford, F Series, white, truck, 0.3486, 
IMG_8778.JPG, Ram, pickup, white, truck, 0.2112, 
IMG_8779.JPG, Ram, pickup, silver/grey, truck, 0.3229, 
IMG_8780.JPG, Ram, pickup, white, truck, 0.2072, 
IMG_8781.JPG, Ford, F Series, white, truck, 0.3317, 
IMG_8782.JPG, Ford, F Series, white, truck, 0.3081, 
IMG_8783.JPG, Ford, F Series, white, truck, 0.2448, 
IMG_8784.JPG, Ram, pickup, black, truck, 0.3448, 
IMG_8785.JPG, Audi, R8, white, car, 0.1869, 
IMG_8786.JPG, Ram, pickup, white, truck, 0.2868, 
IMG_8787.JPG, Ford, F Series, brown, truck, 0.5458, 
IMG_8788.JPG, Ram, pickup, white, truck, 0.1838, 
IMG_8789.JPG, Ram, pickup, black, truck, 0.306, 
IMG_8790.JPG, Ram, pickup, red, truck, 0.462, 
IMG_8791.JPG, Ram, pickup, white, truck, 0.2266, 
IMG_8792.JPG, Ford, F Series, red, truck, 0.2574, 
IMG_8793.JPG, Ford, F Series, black, truck, 0.3169, 
IMG_8794.JPG, Ford, F Series, black, truck, 0.7126, 
IMG_8795.JPG, Ford, F Series, black, truck, 0.1499, 
IMG_8796.JPG, Ford, F Series, white, truck, 0.5916, 
IMG_8797.JPG, Jeep, Wrangler, black, suv, 0.0644, 
IMG_8798.JPG, Ford, F Series, black, truck, 0.3376, 
IMG_8799.JPG, Ford, F Series, black, truck, 0.552, 
IMG_8800.JPG, Jeep, Wrangler, white, suv, 0.1863, 
IMG_8801.JPG, Ford, E Series, brown, van, 0.1357, 
IMG_8802.JPG, Jeep, Wrangler, white, suv, 0.3168, 
IMG_8803.JPG, Ram, pickup, black, truck, 0.118, 
IMG_8804.JPG, Ram, pickup, white, truck, 0.2449, 
IMG_8805.JPG, Ram, pickup, white, truck, 0.2729, 
IMG_8806.JPG, Ford, F Series, black, truck, 0.3008, 
IMG_8807.JPG, Ford, F Series, white, truck, 0.3388, 
IMG_8808.JPG, Ford, F Series, white, truck, 0.211, 
IMG_8809.JPG, Ford, F Series, white, truck, 0.1843, 
IMG_8810.JPG, Ram, pickup, white, truck, 0.1624, 
IMG_8811.JPG, Ram, pickup, black, truck, 0.544, 
IMG_8812.JPG, Ford, F Series, black, truck, 0.2088, 
IMG_8813.JPG, Ford, F Series, black, truck, 0.3929, 
IMG_8814.JPG, Ram, pickup, black, truck, 0.1195, 
IMG_8815.JPG, Ram, pickup, white, truck, 0.4262, 
IMG_8816.JPG, Ford, F Series, black, truck, 0.1284, 
IMG_8817.JPG, Ford, F Series, red, truck, 0.2622, 
IMG_8818.JPG, Ford, F Series, white, truck, 0.3637, 
IMG_8819.JPG, Jeep, Wrangler, black, suv, 0.3562, 
IMG_8820.JPG, Ferrari, 458 Italia, brown, car, 0.3049, 
IMG_8821.JPG, Ford, F Series, white, truck, 0.321, 
IMG_8822.JPG, Ram, pickup, white, truck, 0.3557, 
IMG_8823.JPG, Ferrari, 458 Italia, black, car, 0.3183, 
IMG_8824.JPG, Ford, F Series, brown, truck, 0.232, 
IMG_8825.JPG, Ford, F Series, white, truck, 0.2992, 
IMG_8826.JPG, Ford, F Series, blue, truck, 0.2044, 
IMG_8827.JPG, Ford, F Series, brown, truck, 0.3721, 
IMG_8828.JPG, Ford, F Series, white, truck, 0.2381, 
IMG_8829.JPG, Ram, pickup, black, truck, 0.1275, 
IMG_8830.JPG, Ford, Transit, black, van, 0.4092, 
IMG_8831.JPG, Ford, F Series, black, truck, 0.1396, 
IMG_8832.JPG, Ford, F Series, white, truck, 0.1966, 
IMG_8833.JPG, Ford, F Series, blue, truck, 0.3079, 
IMG_8834.JPG, Ram, pickup, brown, truck, 0.4088, 
IMG_8835.JPG, UPS delivery truck, , brown, truck, 0.2654, 
IMG_8836.JPG, Jeep, Wrangler, white, suv, 0.1721, 
IMG_8837.JPG, Ford, F Series, brown, truck, 0.3421, 
IMG_8838.JPG, Ram, pickup, white, truck, 0.2656, 
IMG_8839.JPG, Ford, F Series, black, truck, 0.1746, 
IMG_8840.JPG, Ford, F Series, white, truck, 0.6781, 
IMG_8841.JPG, Ford, Focus, white, car, 0.1433, 
IMG_8842.JPG, Ford, F Series, brown, truck, 0.4068, 
IMG_8843.JPG, Ford, F Series, black, truck, 0.2495, 
IMG_8844.JPG, UPS delivery truck, , brown, truck, 0.3563, 
IMG_8845.JPG, Ford, F Series, brown, truck, 0.3258, 
IMG_8846.JPG, Ford, F Series, white, truck, 0.1128, 
IMG_8847.JPG, Ford, F Series, white, truck, 0.4726, 
IMG_8848.JPG, Ram, pickup, red, truck, 0.394, 
IMG_8849.JPG, Ram, pickup, brown, truck, 0.3246, 
IMG_8850.JPG, Ford, F Series, brown, truck, 0.2076, 
IMG_8851.JPG, Ford, F Series, white, truck, 0.3269, 
IMG_8852.JPG, Ford, F Series, black, truck, 0.2207, 
IMG_8853.JPG, Ram, pickup, white, truck, 0.2741, 
IMG_8854.JPG, Ram, pickup, brown, truck, 0.0737, 
IMG_8855.JPG, Hummer, H2, brown, suv, 0.3111, 
IMG_8856.JPG, Ford, F Series, brown, truck, 0.2392, 
IMG_8858.JPG, Ram, pickup, red, truck, 0.1943, 
IMG_8859.JPG, Ford, F Series, white, truck, 0.7296, 
IMG_8860.JPG, Mercedes-Benz, AMG GT, white, car, 0.1622, 
IMG_8861.JPG, Ram, pickup, black, truck, 0.1099, 
IMG_8862.JPG, Ram, pickup, white, truck, 0.3497, 
IMG_8863.JPG, Ford, F Series, white, truck, 0.3881, 
IMG_8864.JPG, Ford, F Series, brown, truck, 0.3204, 
IMG_8865.JPG, Ford, F Series, black, truck, 0.3602, 
IMG_8866.JPG, Ram, pickup, white, truck, 0.1958, 
IMG_8867.JPG, Mercedes-Benz, G-Class, white, suv, 0.2051, 
IMG_8868.JPG, Ford, F Series, black, truck, 0.183, 
IMG_8869.JPG, USPS delivery truck, , black, truck, 0.6112, 
IMG_8870.JPG, Ram, pickup, black, truck, 0.3891, 
IMG_8871.JPG, Ram, pickup, blue, truck, 0.1792, 
IMG_8872.JPG, Ford, F Series, yellow, truck, 0.1805, 
IMG_8873.JPG, Ram, pickup, black, truck, 0.2394, 
IMG_8874.JPG, Ram, pickup, black, truck, 0.2477, 
IMG_8875.JPG, UPS delivery truck, , brown, truck, 0.269, 
IMG_8876.JPG, Ford, F Series, white, truck, 0.3253, 
IMG_8877.JPG, Ram, pickup, silver/grey, truck, 0.6379, 
IMG_8878.JPG, Ferrari, 458 Italia, black, car, 0.1687, 
IMG_8879.JPG, Ford, F Series, red, truck, 0.2648, 
IMG_8880.JPG, Ford, F Series, black, truck, 0.3469, 
IMG_8881.JPG, Ford, F Series, white, truck, 0.2408, 
IMG_8882.JPG, Ford, E Series, white, van, 0.1761, 
IMG_8883.JPG, Ferrari, 458 Italia, black, car, 0.1243, 
IMG_8884.JPG, Ford, F Series, red, truck, 0.4119, 
IMG_8885.JPG, Ford, F Series, black, truck, 0.3696, 
IMG_8886.JPG, Ford, F Series, black, truck, 0.5041, 
IMG_8887.JPG, Ford, F Series, silver/grey, truck, 0.2852, 
IMG_8888.JPG, Ram, pickup, white, truck, 0.1897, 
IMG_8889.JPG, Ford, F Series, brown, truck, 0.5214, 
IMG_8890.JPG, Ford, F Series, brown, truck, 0.5257, 
IMG_8891.JPG, Ford, F Series, brown, truck, 0.398, 
IMG_8892.JPG, Ram, pickup, black, truck, 0.1846, 
IMG_8893.JPG, Ford, F Series, white, truck, 0.327, 
IMG_8894.JPG, Ford, F Series, black, truck, 0.2545, 
IMG_8895.JPG, Ram, pickup, black, truck, 0.1018, 
IMG_8896.JPG, Ford, F Series, silver/grey, truck, 0.4109, 
IMG_8897.JPG, Ford, F Series, white, truck, 0.5751, 
IMG_8898.JPG, Ford, F Series, brown, truck, 0.2942, 
IMG_8899.JPG, Mitsubishi, Mirage, white, car, 0.3083, 
IMG_8900.JPG, Ford, F Series, black, truck, 0.3309, 
IMG_8901.JPG, Ford, F Series, black, truck, 0.2154, 
IMG_8902.JPG, Ford, F Series, black, truck, 0.4826, 
IMG_8903.JPG, Ram, pickup, brown, truck, 0.2085, 
IMG_8904.JPG, Ford, F Series, brown, truck, 0.1706, 
IMG_8905.JPG, Ram, pickup, brown, truck, 0.3078, 
IMG_8906.JPG, Ram, pickup, black, truck, 0.1974, 
IMG_8907.JPG, Ford, F Series, black, truck, 0.0772, 
IMG_8908.JPG, Amazon delivery truck, , red, truck, 0.1761, 
IMG_8909.JPG, Ram, pickup, black, truck, 0.2782, 
IMG_8910.JPG, Ford, F Series, black, truck, 0.4027, 
IMG_8911.JPG, Ford, F Series, white, truck, 0.342, 
IMG_8912.JPG, Ford, F Series, white, truck, 0.5293, 
IMG_8913.JPG, Mercedes-Benz, G-Class, black, suv, 0.2013, 
IMG_8914.JPG, Jeep, Wrangler, black, suv, 0.2517, 
IMG_8915.JPG, Ford, F Series, brown, truck, 0.2829, 
IMG_8916.JPG, Ford, F Series, beige/cream, truck, 0.2241, 
IMG_8917.JPG, Ford, F Series, beige/cream, truck, 0.2309, 
IMG_8918.JPG, , , , bus, 0.0, 
IMG_8919.JPG, Ford, F Series, blue, truck, 0.509, 
IMG_8920.JPG, Ford, F Series, black, truck, 0.2867, 
IMG_8921.JPG, Ford, F Series, black, truck, 0.1743, 
IMG_8922.JPG, Ford, F Series, black, truck, 0.1906, 
IMG_8923.JPG, Ram, pickup, black, truck, 0.1997, 
IMG_8924.JPG, Ram, pickup, black, truck, 0.1765, 
IMG_8925.JPG, Ford, Transit, beige/cream, van, 0.2607, 
IMG_8926.JPG, Ford, F Series, white, truck, 0.1959, 
IMG_8927.JPG, Ford, F Series, white, truck, 0.3022, 
IMG_8928.JPG, Ram, pickup, brown, truck, 0.1591, 
IMG_8929.JPG, Ford, F Series, white, truck, 0.3378, 
IMG_8930.JPG, Ford, F Series, brown, truck, 0.465, 
IMG_8931.JPG, Jeep, Wrangler, silver/grey, suv, 0.1675, 
IMG_8932.JPG, Ferrari, 458 Italia, white, car, 0.1794, 
IMG_8933.JPG, Bentley, Bentayga, white, suv, 0.3365, 
IMG_8934.JPG, Ram, pickup, black, truck, 0.3657, 
IMG_8935.JPG, Ford, F Series, white, truck, 0.3586, 
IMG_8936.JPG, Ram, pickup, white, truck, 0.3703, 
IMG_8937.JPG, UPS delivery truck, , brown, truck, 0.124, 
IMG_8938.JPG, , , , bus, 0.0, 
IMG_8939.JPG, Ram, pickup, white, truck, 0.0894, 
IMG_8940.JPG, Ram, pickup, beige/cream, truck, 0.4301, 
IMG_8941.JPG, Ford, Fusion, white, car, 0.0629, 
IMG_8942.JPG, Ford, F Series, brown, truck, 0.4159, 
IMG_8943.JPG, Ram, pickup, white, truck, 0.1845, 
IMG_8944.JPG, Ford, F Series, beige/cream, truck, 0.1631, 
IMG_8945.JPG, Ford, F Series, brown, truck, 0.126, 
IMG_8946.JPG, Ram, pickup, white, truck, 0.2981, 
IMG_8947.JPG, Ram, pickup, white, truck, 0.2367, 
IMG_8948.JPG, Ram, pickup, white, truck, 0.1688, 
IMG_8949.JPG, Jeep, Wrangler, black, suv, 0.5005, 
IMG_8950.JPG, , , , bus, 0.0, 
IMG_8951.JPG, Ram, pickup, white, truck, 0.1551, 
IMG_8953.JPG, Ford, F Series, black, truck, 0.2328, 
IMG_8954.JPG, Ford, F Series, brown, truck, 0.401, 
IMG_8955.JPG, Ferrari, 458 Italia, red, car, 0.2432, 
